Hour,Load,Bus,P_kW,Q_kVAR,S_kVA
1,s96b,x96,13.19992517190407,6.600051963411218,14.758004962175441
1,s98a,x98,26.400395759500935,13.202002875775174,29.517347038483166
1,s99b,x99,26.399837924080334,13.20006554780532,29.51598165204856
1,s100c,x100,26.528365169682953,13.26484390412391,29.65990968254659
1,add44,44,570.0042149899747,171.01495824641614,595.1058066011126
1,add108,108,570.0054387833485,171.01739773001805,595.1076798100869
2,s1a,x1,25.20012143378227,12.600757862090221,28.1749040633043
2,s2b,x2,12.599989746012186,6.300075898904396,14.087253030011501
2,s4c,x4,25.200076375245516,12.600489523389761,28.174743753000882
2,s5c,x5,12.743462021929684,6.371943205701497,14.247718572496078
2,s6c,x6,25.74852172123143,12.874667253472257,28.78790419110703
2,s7a,x7,12.600074833757052,6.300435029340768,14.087489747120387
2,s9a,x9,25.20017386480487,12.600950601602662,28.17503715845686
2,s10a,x10,12.521282269932016,6.261045115150411,13.999399830609264
2,s11a,x11,24.879738368547944,12.440633369394375,27.816734889614303
2,s12b,x12,12.599971485924444,6.300069421313182,14.087233800838064
2,s16c,x16,25.200188256012368,12.600636780229426,28.174909678750243
2,s17c,x17,12.600092318802298,6.300316451511581,14.087452354188395
2,s19a,x19,25.200244120957514,12.601324891007424,28.175267394730735
2,s20a,x20,24.791955486406835,12.397093276228068,27.718747780869847
2,s22b,x22,26.31107767372542,13.155701241382538,29.416751749731418
2,s24c,x24,25.200318403015025,12.600778482644914,28.175089458279007
2,s28a,x28,24.821446964704545,12.411825034529643,27.751714003092086
2,s29a,x29,24.46198055100235,12.232024955190642,27.34978842664096
2,s30c,x30,25.2003023239658,12.600770942456153,28.175071704674036
2,s31c,x31,12.600159925473186,6.3003893761580265,14.087545436970395
2,s32c,x32,12.600161725628178,6.3003912480853685,14.087547884246426
2,s33a,x33,25.104170619933228,12.5532115864932,28.067819716714475
2,s34c,x34,25.653197226692622,12.827071940499664,28.681358101009508
2,s52a,x52,21.628556916444946,10.815450379147963,24.181985881885517
2,s53a,x53,21.636886007343186,10.819615752792545,24.19129845900877
2,s55a,x55,9.869593731494994,4.935342391207192,11.034785224154207
2,s56b,x56,13.816403755270015,6.908309991945361,15.447257351175693
2,s58b,x58,14.488230164526142,7.244227026022263,16.198383823852197
2,s59b,x59,13.645159130365133,6.822688488893241,15.25580040212454
2,s60a,x60,10.882616758812976,5.441900716860703,12.16740033578932
2,s62c,x62,21.067572525600475,10.534257286794931,23.554472796176697
2,s63a,x63,21.73090011488711,10.866631388423441,24.296413264823066
2,s64b,x64,53.60263764208061,25.014972322910502,59.15227470270417
2,s65a,x65,19.030563519557106,13.59393662226455,23.387121686134083
2,s65b,x65,23.012343866847893,16.437782811221293,28.280181647134697
2,s65c,x65,39.18289914592226,27.98952042594583,48.153014850100035
2,s66c,x66,43.095468816903434,20.112126327929897,47.55751316016542
2,s68a,x68,12.60018427665648,6.300878209757462,14.087785845188646
2,s69a,x69,25.20039758836066,12.601785271691446,28.17561056384179
2,s70a,x70,12.60020920715544,6.30090298100827,14.087819222298519
2,s71a,x71,25.20043021654933,12.601817689593052,28.175654245836295
2,s73c,x73,25.200434738479718,12.60090358987362,28.175249462776105
2,s74c,x74,25.55289070404149,12.777029664731439,28.569261635298123
2,s75c,x75,25.200455545630387,12.600930087913301,28.17527992385829
2,s76a,x76,65.71893073605048,50.07433959178703,82.62213591189355
2,s76b,x76,44.3288568910691,31.66426758584045,54.47635629350214
2,s76c,x76,44.76670826203599,31.978291672992746,55.015173424622034
2,s77b,x77,25.19986020621385,12.60017640085395,28.174410370855274
2,s79a,x79,24.17526700125521,12.088979419391226,27.029372134484433
2,s80b,x80,25.199859827039223,12.600173967543784,28.174408943486167
2,s82a,x82,25.200339762177343,12.60175435482333,28.17554501599721
2,s83c,x83,12.60022382102798,6.300457263131275,14.087632947537516
2,s84c,x84,12.600235195599918,6.300471816186082,14.08764962976401
2,s85c,x85,25.200483943590434,12.600958056260403,28.175317831868256
2,s86b,x86,12.59992970143101,6.300093922114399,14.087207385016598
2,s87b,x87,25.19985887455784,12.600194769579188,28.17441739466785
2,s88a,x88,25.20036791386133,12.60175241313244,28.175569326561284
2,s90b,x90,25.69775040188955,12.849112458889932,28.731064489486204
2,s92c,x92,25.200412517177167,12.600872708414276,28.175215776450752
2,s94a,x94,25.20037528204239,12.601758002823757,28.175578416733625
2,s95b,x95,12.599930831227516,6.300100990524421,14.087211556675243
2,s96b,x96,12.599931580588267,6.300101836596657,14.087212605302517
2,s98a,x98,25.20034033009204,12.601726344391102,28.175532996047902
2,s99b,x99,25.199852437792416,12.60017130598675,28.174401144065587
2,s100c,x100,25.511396551483926,12.756267300763778,28.522862925302594
2,add44,44,560.0033506526518,168.0137423138591,584.6643227942891
2,add108,108,560.0043829229805,168.01600544223822,584.6659618771341
3,s1a,x1,24.40006507092593,12.200458803924036,27.280292712719692
3,s2b,x2,12.19999160801322,6.100044255165869,13.640026948308243
3,s4c,x4,24.40004021703587,12.200292571386473,27.28019613969804
3,s5c,x5,12.35676764255282,6.1785122348920245,13.815343644251156
3,s6c,x6,25.003338525594096,12.501915798122512,27.954692558652887
3,s7a,x7,12.200040580754504,6.100263566411232,13.640168831496954
3,s9a,x9,24.40009510943556,12.200576129932426,27.280372051197872
3,s10a,x10,12.148251614178099,6.074373785471821,13.58226910965204
3,s11a,x11,24.18625391561635,12.093597314073875,27.041264291183612
3,s12b,x12,12.19998015647936,6.10003994226816,13.640014776962563
3,s16c,x16,24.40010660738207,12.200381096469638,27.28029511113661
3,s17c,x17,12.200052227027543,6.1001893881946705,13.64014607377951
3,s19a,x19,24.40013418743269,12.20080366958485,27.280508766305598
3,s20a,x20,24.06639233263204,12.033881651736106,26.907351179857177
3,s22b,x22,25.551473709002323,12.775833605058773,28.56745933760974
3,s24c,x24,24.400184109867457,12.200466791363015,27.28040275587184
3,s28a,x28,24.09442696316944,12.047890081553348,26.9386908757775
3,s29a,x29,23.804057860531852,11.902666368510491,26.614030835399944
3,s30c,x30,24.40017417502382,12.200461977165206,27.280391716904532
3,s31c,x31,12.200092483424012,6.10023337216061,13.640201750667806
3,s32c,x32,12.20009355835012,6.1002344951377925,13.640203214328046
3,s33a,x33,24.369606200654335,12.185494946955941,27.246357435027146
3,s34c,x34,24.926115491386764,12.463345222013778,27.86837289138074
3,s52a,x52,21.091637947503465,10.546541580425597,23.581491272101815
3,s53a,x53,21.099509323461163,10.550477770676705,23.590291962592744
3,s55a,x55,9.619988091455543,4.810330301391576,10.755624039925923
3,s56b,x56,13.426928752635213,6.713528960807085,15.011791593142295
3,s58b,x58,14.080380495001746,7.040257073373198,15.742373853495124
3,s59b,x59,13.265710348847916,6.632920349954612,14.83154420242116
3,s60a,x60,10.610378041844095,5.305554177847651,11.862926591904882
3,s62c,x62,20.50557636680209,10.25307511251218,22.926059657027174
3,s63a,x63,21.188309996410762,10.594883297808153,23.689576454596533
3,s64b,x64,52.11573959885024,24.320922304788283,57.51136909942864
3,s65a,x65,18.534891445366654,13.239626188147435,22.777837967932896
3,s65b,x65,22.38879198216311,15.992235681101972,27.51380759728617
3,s65c,x65,38.12789063736028,27.235263118757914,46.85611594661342
3,s66c,x66,41.972537459797216,19.587737041764456,46.318175085287976
3,s68a,x68,12.200102830541848,6.1005322323993045,13.640344665525797
3,s69a,x69,24.40022317071047,12.201081972401365,27.280712822023798
3,s70a,x70,12.200117864875075,6.100547263316464,13.64036483488627
3,s71a,x71,24.40024284684624,12.2011016421237,27.28073921774307
3,s73c,x73,24.400253013997595,12.200541830880184,27.280497944761855
3,s74c,x74,24.872536314298205,12.436624258302091,27.808500240902436
3,s75c,x75,24.400265395552847,12.20055794782714,27.280516227001673
3,s76a,x76,63.81928192610806,48.62591993539636,80.23329006794899
3,s76b,x76,43.02372967550046,30.73172368341156,52.87230045821818
3,s76c,x76,43.443478993109615,31.03231323718719,53.38857866506337
3,s77b,x77,24.39990716761191,12.200100471190135,27.27999122608387
3,s79a,x79,23.56078645131008,11.781222411118554,26.34213088769545
3,s80b,x80,24.399906890947026,12.200099018071775,27.279990328767347
3,s82a,x82,24.400188035237885,12.201062761219898,27.280672804353507
3,s83c,x83,12.200130312197533,6.100274109629393,13.640253804354806
3,s84c,x84,12.200137106799788,6.1002828847360675,13.640263806045574
3,s85c,x85,24.400282329497156,12.200574467286984,27.280538761010316
3,s86b,x86,12.199953374711088,6.100053664141025,13.63999695932975
3,s87b,x87,24.399906435512168,12.200111491307167,27.279995499671063
3,s88a,x88,24.400204645377798,12.201060968090449,27.28068685871704
3,s90b,x90,24.93573679695833,12.468009896095882,27.87906455346604
3,s92c,x92,24.400239162686706,12.200522954659402,27.280477113926747
3,s94a,x94,24.400208937951263,12.201064067713332,27.28069208433177
3,s95b,x95,12.19995408234971,6.100057922310578,13.639999496590365
3,s96b,x96,12.199954532905254,6.100058436172961,13.64000012938711
3,s98a,x98,24.400188900324792,12.201046757810541,27.28066642070557
3,s99b,x99,24.39990236218689,12.20009734334666,27.279985529163824
3,s100c,x100,24.826724824761815,12.413708936999866,27.75727715567568
3,add44,44,560.0018867376448,168.00858990001822,584.6614400060213
3,add108,108,550.0024502641475,165.00981296793648,574.2220247189056
4,s1a,x1,24.799939633722367,12.399606601644589,27.727012996567474
4,s2b,x2,12.400008535084083,6.199942788842721,13.86360350901168
4,s4c,x4,24.799971816827608,12.399757054336602,27.727109065353602
4,s5c,x5,12.546350383265453,6.273067149089967,14.027197845494905
4,s6c,x6,25.360862644511194,12.680223951668035,28.35421368224164
4,s7a,x7,12.399961233938907,6.199774290354436,13.863485847885716
4,s9a,x9,24.799908470151642,12.399507180569756,27.72694066154613
4,s10a,x10,12.329633844466011,6.1646070823533154,13.784855864984674
4,s11a,x11,24.512841867166703,12.25602320421291,27.406012500670833
4,s12b,x12,12.400017681045327,6.199940361007755,13.863610603673552
4,s16c,x16,24.79992227834769,12.399687584753007,27.727033689371893
4,s17c,x17,12.39996199306565,6.1998447029386785,13.863518015641969
4,s19a,x19,24.79986288166904,12.3993129013425,27.72681300429215
4,s20a,x20,24.41508249094931,12.206966302709997,27.29663494563674
4,s22b,x22,25.905183285393466,12.952434203221433,28.96280498913407
4,s24c,x24,24.79986186306231,12.39961966027289,27.72694927586514
4,s28a,x28,24.443872011616364,12.221367847446164,27.328825642220206
4,s29a,x29,24.10561455460881,12.0522730656051,26.950657489257626
4,s30c,x30,24.799869462070944,12.399623493439305,27.72695778686892
4,s31c,x31,12.399930444886843,6.1998099633059285,13.863474262216492
4,s32c,x32,12.399929579169724,6.19980906921127,13.863473088048412
4,s33a,x33,24.722654368760107,12.360746461065325,27.640508173908675
4,s34c,x34,25.269280086506946,12.634399851237463,28.251806591637386
4,s52a,x52,21.32177122652237,10.660282989301635,23.838195436067533
4,s53a,x53,21.3298553437535,10.66432462110982,23.847233563033235
4,s55a,x55,9.728252796540135,4.863845811191517,10.876391798222249
4,s56b,x56,13.600534153919682,6.800158736136469,15.205810998055608
4,s58b,x58,14.262149831233693,7.130962237942895,15.945517873293635
4,s59b,x59,13.434599489529134,6.717191199791019,15.020290312061428
4,s60a,x60,10.727202741729704,5.363296769753159,11.993241050800986
4,s62c,x62,20.75570515559706,10.37761548975882,23.20547779640317
4,s63a,x63,21.421082766989848,10.709933862247402,23.949226923722254
4,s64b,x64,52.777345283462665,24.629018631845643,58.24119447553972
4,s65a,x65,18.752098758756073,13.393971076713314,23.044297972860313
4,s65b,x65,22.665102256083813,16.189101848474476,27.853076651225
4,s65c,x65,38.59697964343745,27.568355710964077,47.431435506446256
4,s66c,x66,42.467418954805055,19.81767341691359,46.86386510246865
4,s68a,x68,12.399894135611754,6.199542963885989,13.863322384459183
4,s69a,x69,24.799773606025013,12.399071383900198,27.726625147917797
4,s70a,x70,12.399881548844318,6.199530482622379,13.863305544866773
4,s71a,x71,24.799757144792988,12.399055062114709,27.72660312541122
4,s73c,x73,24.799811449715307,12.39956097638092,27.726877940879294
4,s74c,x74,25.175208872924788,12.587310090383053,28.146607559470645
4,s75c,x75,24.79980142070613,12.39954768621317,27.726863027200395
4,s76a,x76,64.71576889081082,49.30570718410913,81.35836468399515
4,s76b,x76,43.64176774707863,31.172186064899183,53.6312322826415
4,s76c,x76,44.07188545939704,31.478830705180563,54.159467044198564
4,s77b,x77,24.800075561994788,12.399805882045026,27.727223694287346
4,s79a,x79,23.82750491313944,11.913061048014937,26.639651159867217
4,s80b,x80,24.80007548120013,12.39980596592224,27.727223659532605
4,s82a,x82,24.79980220400514,12.399088305204224,27.726658294104435
4,s83c,x83,12.399903315474695,6.199778223186497,13.863435802492031
4,s84c,x84,12.399897632145668,6.199770971572892,13.863427476192518
4,s85c,x85,24.79978860344073,12.399534848701972,27.726845822046247
4,s86b,x86,12.400037998529603,6.199900238077137,13.863610832935516
4,s87b,x87,24.80007597907852,12.399796275395925,27.727219771181353
4,s88a,x88,24.799789139286528,12.39909003123549,27.72664738037683
4,s90b,x90,25.29707105721124,12.648310786469745,28.2828847507591
4,s92c,x92,24.799823814672123,12.399576466464405,27.726895927717486
4,s94a,x94,24.799785662031276,12.399087654988914,27.726643207550218
4,s95b,x95,12.400037223963249,6.199896193201576,13.863608331244416
4,s96b,x96,12.400036763467238,6.199895680368322,13.863607690020258
4,s98a,x98,24.799801932823843,12.399100299934755,27.726663415476725
4,s99b,x99,24.800078798258927,12.399807493673569,27.727227309632227
4,s100c,x100,25.13166203134367,12.565544728850178,28.097924314625367
4,add44,44,559.9983306779111,167.9923453353147,584.6533660668573
4,add108,108,589.9976549889274,176.99053064954467,615.9731169718698
5,s1a,x1,27.199573259547048,13.598631240905513,30.40953069561578
5,s2b,x2,13.5999727165619,6.799853124746782,15.205172159806565
5,s4c,x4,27.199727614333597,13.599113521457236,30.409884426998776
5,s5c,x5,13.711703313878264,6.855506241556828,15.329995877228564
5,s6c,x6,27.617999339247802,13.808349453959977,30.87757118274313
5,s7a,x7,13.599747532269289,6.7992180345604325,15.204686738731464
5,s9a,x9,27.199431662491612,13.598293958016779,30.409253218900112
5,s10a,x10,13.457741610979403,6.728217322712943,15.045920297859517
5,s11a,x11,26.63001225171162,13.313788888172468,29.772714472905147
5,s12b,x12,13.600001981841398,6.7998615280508075,15.205202093584795
5,s16c,x16,27.199497117720284,13.598868576655425,30.409568724696186
5,s17c,x17,13.599752266022596,6.7994382495540115,15.204789449600572
5,s19a,x19,27.199205130766504,13.597638004255716,30.40875727550033
5,s20a,x20,26.619307175676983,13.30786430680141,29.760490031605446
5,s22b,x22,28.23374008971517,14.116603743171488,31.56616195699618
5,s24c,x24,27.199239438776964,13.598649922624606,30.409240466772896
5,s28a,x28,26.652500909649294,13.324485883309267,29.79761280360164
5,s29a,x29,26.13493531677973,13.065836265518406,29.21901643330241
5,s30c,x30,27.199268914829872,13.59866148198207,30.409272000539133
5,s31c,x31,13.599618560293104,6.799323289893279,15.204618449206604
5,s32c,x32,13.5996149845011,6.799319564313493,15.204613584840724
5,s33a,x33,26.954093168711765,13.475239573288013,30.134784221976794
5,s34c,x34,27.485617817726734,13.742076874108843,30.729527553088975
5,s52a,x52,23.00006209823668,11.498181034201608,25.71402387060448
5,s53a,x53,23.00960415131387,11.502950630473032,25.72469157069255
5,s55a,x55,10.506374698169937,5.252323809527637,11.746097849859602
5,s56b,x56,14.806339360719154,7.40298941559267,16.553910038180057
5,s58b,x58,15.524746621331708,7.762186247556171,17.357110733019493
5,s59b,x59,14.608514269364248,7.304076340648292,16.332734625537665
5,s60a,x60,11.578383715809913,5.788255725688292,12.944607905089109
5,s62c,x62,22.49652539883989,11.24759314522378,25.15158059806845
5,s63a,x63,23.11743269371841,11.556849861954579,25.845240820707406
5,s64b,x64,57.37679014418411,26.775154665903564,63.316703598914565
5,s65a,x65,20.294471281469423,14.49504324685401,24.93936333033695
5,s65b,x65,24.59775725869225,17.569287712382945,30.227959456073737
5,s65c,x65,41.86329387149221,29.899462741641322,51.4442732090727
5,s66c,x66,45.95116237918314,21.44259321896794,50.707929635829004
5,s68a,x68,13.59943006433997,6.798419182824151,15.204045562292466
5,s69a,x69,27.19880172401481,13.59678022050952,30.408012884552484
5,s70a,x70,13.599379903221957,6.798369246986685,15.203978366550366
5,s71a,x71,27.198736044688072,13.596714834857943,30.40792490008255
5,s73c,x73,27.198990074105353,13.598446276311975,30.408926356927246
5,s74c,x74,27.282739054700073,13.64053508643444,30.502656405157662
5,s75c,x75,27.19894709122408,13.598395124844604,30.408865037067798
5,s76a,x76,70.50884376213531,53.716763059132774,88.63965073387992
5,s76b,x76,47.616926524917886,34.01101028837609,58.51598510249531
5,s76c,x76,48.10285876724372,34.35570929293795,59.11175672065802
5,s77b,x77,27.200109037738066,13.599626984545036,30.410455205136365
5,s79a,x79,25.74341074187075,12.869569938419987,28.781053264683518
5,s80b,x80,27.200109361857308,13.599631610859998,30.41045756393843
5,s82a,x82,27.1989134539007,13.596840623192758,30.40813983138866
5,s83c,x83,13.599482217395138,6.799211643143848,15.204446571628624
5,s84c,x84,13.599459012457851,6.799182437087177,15.204412755654715
5,s85c,x85,27.198890805690585,13.598336066718092,30.408788283048796
5,s86b,x86,13.600055435014472,6.799801886839134,15.20522323202549
5,s87b,x87,27.200111960728393,13.599589963522744,30.4104412636862
5,s88a,x88,27.198855600531804,13.59683675149397,30.408086352570056
5,s90b,x90,27.615939930072713,13.807559296787318,30.87537581885737
5,s92c,x92,27.1990295138496,13.598504206090587,30.40898753885642
5,s94a,x94,27.198839449062472,13.596822767401813,30.408065652783854
5,s95b,x95,13.600053337543953,6.79978768709921,15.205215005834887
5,s96b,x96,13.600051857689037,6.799786037801205,15.205212944635376
5,s98a,x98,27.19891980173882,13.59690412580652,30.408173904195472
5,s99b,x99,27.200125159537933,13.599639570570373,30.410475253503552
5,s100c,x100,27.253099999097312,13.62574216861156,30.469530833379714
5,add44,44,539.9906256735894,161.97950407203243,563.7616832978064
5,add108,108,589.9871748762858,176.97367557639043,615.9582358938945
6,s1a,x1,31.199865062420724,15.5996010010913,34.882361320680545
6,s2b,x2,15.600001742757122,7.7999955998482795,17.441329815460684
6,s4c,x4,31.199921474718852,15.599774220656645,34.88248924265707
6,s5c,x5,15.633098023808364,7.816463619357156,17.47829675153546
6,s6c,x6,31.298521107038837,15.649100385135723,34.99273876608989
6,s7a,x7,15.59992098127603,7.799770108365351,17.4411567381698
6,s9a,x9,31.19982332079841,15.599496275229923,34.88227715172776
6,s10a,x10,15.308960893492419,7.654291562571857,17.11585414063052
6,s11a,x11,30.049331085019006,15.024316268676309,33.59601729369571
6,s12b,x12,15.600015407298653,7.800006749092616,17.44134702349121
6,s16c,x16,31.199845742382784,15.59970956460534,34.882392590654106
6,s17c,x17,15.599923868875052,7.799855835055608,17.44119765848517
6,s19a,x19,31.199753400709334,15.59928911941295,34.882121972381626
6,s20a,x20,30.221184274012792,15.110064210001815,33.78807510578571
6,s22b,x22,32.03905102957433,16.01954267014706,35.82075569046988
6,s24c,x24,31.199761815272847,15.599652259221333,34.88229189629585
6,s28a,x28,30.262545131771695,15.13075219609737,33.834321330155625
6,s29a,x29,29.38552528947697,14.692286090139055,32.85380293197401
6,s30c,x30,31.19977082602999,15.599654675805805,34.88230103650248
6,s31c,x31,15.599880794026603,7.799825396948693,17.44114551887937
