Hour,Bus,Phase,Node,kVBase,Voltage_Real_V,Voltage_Imag_V,Voltage_V,Voltage_Angle_Deg,Voltage_pu
4,x98,1,x98.1,0.24017771198288432,191.34521388348637,-135.5643496758627,234.50092490042917,-35.316827280003906,0.9763642219938389
4,x99,1,x99.1,0.24017771198288432,-219.6013216007059,-106.84756918042805,244.2153629249049,-154.05464673619454,1.0168110975355962
4,x100,1,x100.1,0.24017771198288432,15.628915232925305,241.0917930222264,241.5978386783086,86.29095764356856,1.0059128163212974
5,sourcebus,1,sourcebus.1,66.39528095680697,66363.27496243265,-70.54239748596508,66363.3124547689,-0.060903867879976765,0.9995185124367669
5,sourcebus,2,sourcebus.2,66.39528095680697,-33256.944459042155,-57454.80608680374,66385.8350645982,-120.06382914288605,0.9998577324762747
5,sourcebus,3,sourcebus.3,66.39528095680697,-33106.3304969119,57525.34849551097,66371.6418246584,119.92079527873652,0.9996439636701901
5,150,1,150.1,2.4017771198288433,2004.7113123463557,-1266.1033598137724,2371.051489019412,-32.27502932899368,0.9872071265248706
5,150,2,150.2,2.4017771198288433,-2107.901154147299,-1142.8997244379702,2397.8046325286605,-151.5335407299288,0.998346021673957
5,150,3,150.3,2.4017771198288433,77.50419101660096,2388.8196477354577,2390.0766115403276,88.1417157741498,0.995128395473536
5,150r,1,150r.1,2.4017771198288433,2067.35022299796,-1305.6781842533069,2445.144671663566,-32.27531358612834,1.0180564430715424
5,150r,2,150r.2,2.4017771198288433,-2173.777349633386,-1178.6086776150971,2472.736617743337,-151.53372377499016,1.0295445806892982
5,150r,3,150r.3,2.4017771198288433,79.93582968752618,2463.4697531031275,2464.766309677617,88.14149158742097,1.0262260762369417
5,40,1,40.1,2.4017771198288433,1956.745381306404,-1346.160834540796,2375.079257565001,-34.52638195242955,0.9888841216599878
5,40,2,40.2,2.4017771198288433,-2204.723124046788,-1116.3483485130498,2471.242134825004,-153.1448993196049,1.0289223402216068
5,40,3,40.3,2.4017771198288433,131.41973229808264,2430.11487626811,2433.6658476251155,86.90448037344512,1.0132771386374706
5,401,1,401.1,2.4017771198288433,1956.745381306404,-1346.160834540796,2375.079257565001,-34.52638195242955,0.9888841216599878
5,401,2,401.2,2.4017771198288433,-2204.723124046788,-1116.3483485130498,2471.242134825004,-153.1448993196049,1.0289223402216068
5,401,3,401.3,2.4017771198288433,131.41973229808264,2430.11487626811,2433.6658476251155,86.90448037344512,1.0132771386374706
5,101,1,101.1,2.4017771198288433,1927.2533758363463,-1362.0906902475795,2359.9992845616966,-35.25084593136428,0.9826054487228507
5,101,2,101.2,2.4017771198288433,-2212.578134284369,-1084.486518391756,2464.0643272623324,-153.8883967118636,1.025933799984708
5,101,3,101.3,2.4017771198288433,149.6832103441236,2430.628505421944,2435.2330473342045,86.4760557004663,1.0139296553494295
5,1011,1,1011.1,2.4017771198288433,1927.2533758363463,-1362.0906902475795,2359.9992845616966,-35.25084593136428,0.9826054487228507
5,1011,2,1011.2,2.4017771198288433,-2212.578134284369,-1084.486518391756,2464.0643272623324,-153.8883967118636,1.025933799984708
5,1011,3,1011.3,2.4017771198288433,149.6832103441236,2430.628505421944,2435.2330473342045,86.4760557004663,1.0139296553494295
5,30,1,30.1,2.4017771198288433,1972.3504370990938,-1342.3354843544635,2385.797728073803,-34.23828545660823,0.9933468465399573
5,30,2,30.2,2.4017771198288433,-2207.1942430528975,-1136.9570752110048,2482.816509015158,-152.74636170282517,1.0337414277608281
5,30,3,30.3,2.4017771198288433,119.02805677917141,2432.969933210392,2435.8797946956256,87.19915481097367,1.0141989340248243
5,301,1,301.1,2.4017771198288433,1976.4082813788036,-1340.223058981201,2387.9672406730465,-34.14160486747368,0.994250141263407
5,301,2,301.2,2.4017771198288433,-2207.272128464289,-1141.3530617067006,2484.9018211113557,-152.65707555699,1.0346096649003118
5,301,3,301.3,2.4017771198288433,115.18979017765373,2435.2822233589295,2438.004962088712,87.2919059162038,1.015083765250645
5,93,1,93.1,2.4017771198288433,1930.1192667180808,-1364.3228210231396,2363.6279622057446,-35.254936825762044,0.9841162790218364
5,93,2,93.2,2.4017771198288433,-2222.8104878469544,-1075.497522324847,2469.3281242899457,-154.18017640023902,1.0281254259204184
5,93,3,93.3,2.4017771198288433,150.953146962939,2447.1495144096675,2451.800888827126,86.47016533111712,1.020827814781518
5,931,1,931.1,2.4017771198288433,1934.252076483547,-1362.263561519248,2365.817640145584,-35.156439131859194,0.9850279697535707
5,931,2,931.2,2.4017771198288433,-2222.999296055654,-1079.9141485057312,2471.4247790306695,-154.08991283448228,1.028998385664857
5,931,3,931.3,2.4017771198288433,147.16940395261872,2449.4951928282007,2453.9122912500834,86.5617154404618,1.0217069148468512
5,77,1,77.1,2.4017771198288433,1930.55718631979,-1368.8673415483124,2366.6112584048374,-35.33866112669049,0.9853583993561768
5,77,2,77.2,2.4017771198288433,-2223.8366318971243,-1081.602948142777,2472.9161536127126,-154.06319489037224,1.029619331950726
5,77,3,77.3,2.4017771198288433,153.25022952712217,2440.4699375518626,2445.2769063941423,86.40680793764925,1.018111500108053
5,771,1,771.1,2.4017771198288433,1934.6878180045014,-1366.816719457662,2368.798196918434,-35.2404111011742,0.9862689495048734
5,771,2,771.2,2.4017771198288433,-2224.016181869321,-1086.0135543487456,2475.0097812828512,-153.97319279350302,1.0304910313489983
5,771,3,771.3,2.4017771198288433,149.4590001546808,2442.826019290546,2447.3939105199497,86.49884658593217,1.0189929324892384
5,149,1,149.1,2.4017771198288433,2067.3499736864946,-1305.6779607679923,2445.1443415342196,-32.275312277994495,1.0180563056194267
5,149,2,149.2,2.4017771198288433,-2173.777169790161,-1178.6085594181727,2472.736403306002,-151.53372419637634,1.0295444914065197
5,149,3,149.3,2.4017771198288433,79.93581848741799,2463.4694912912423,2464.766047640219,88.14149165026146,1.0262259671354785
5,1,1,1.1,2.4017771198288433,2045.5928495652104,-1313.4297394533035,2430.9561465959623,-32.703619067095715,1.0121489319413612
5,1,2,1.2,2.4017771198288433,-2179.978685815064,-1170.4770561742102,2474.332962565511,-151.76770020696307,1.0302092322129532
5,1,3,1.3,2.4017771198288433,89.6134690431944,2455.9275146417776,2457.561907868954,87.91028170173358,1.023226463263205
5,2,1,2.1,2.4017771198288433,-2179.7070219963152,-1170.1921508760806,2473.958846002098,-151.77053730288796,1.0300534656514668
5,3,1,3.1,2.4017771198288433,90.40175428010555,2453.179757473458,2454.8448830128664,87.88955691095317,1.0220952072304714
5,7,1,7.1,2.4017771198288433,2029.5947005499715,-1318.7345696589873,2420.395734939682,-33.01390429582747,1.0077520161871496
5,7,2,7.2,2.4017771198288433,-2184.9462875800923,-1164.0444966468242,2475.679678347703,-151.95324702189183,1.0307699485971147
5,7,3,7.3,2.4017771198288433,95.84395270661811,2451.838323254417,2453.710909347199,87.76141054380842,1.0216230678065819
5,4,1,4.1,2.4017771198288433,90.6520371132292,2452.3077726699557,2453.9827227856063,87.88296750787553,1.021736239605981
5,5,1,5.1,2.4017771198288433,91.01974642902884,2451.0245834285806,2452.7140279313553,87.87327630580269,1.021208007887985
5,6,1,6.1,2.4017771198288433,91.33738646745716,2449.91654469224,2451.618566197334,87.86489700519068,1.0207519032290735
5,8,1,8.1,2.4017771198288433,2019.2118879867614,-1322.2377887785797,2413.6133531825535,-33.21792798354235,1.004928114792997
5,8,2,8.2,2.4017771198288433,-2188.1333287374423,-1159.7285971169722,2476.4688335011406,-152.07604369340157,1.0310985199482707
5,8,3,8.3,2.4017771198288433,100.09732145026733,2449.1261592909646,2451.170825928872,87.6595881411504,1.020565482821965
5,12,1,12.1,2.4017771198288433,-2187.7823695725674,-1159.3644790908388,2475.988225333499,-152.0796853203529,1.0308984147163265
5,9,1,9.1,2.4017771198288433,2016.7287282983493,-1321.5667964395864,2411.168505309297,-33.23691410181898,1.0039101819244256
5,13,1,13.1,2.4017771198288433,2005.692568650444,-1327.4322205246121,2405.177536072237,-33.49787982307795,1.0014157917549136
5,13,2,13.2,2.4017771198288433,-2192.145296726701,-1153.4286462355103,2477.074614119986,-152.24825569338878,1.031350741777617
5,13,3,13.3,2.4017771198288433,107.16681947396407,2445.007526863211,2447.355007679499,87.4902822009219,1.0189767349661087
5,9r,1,9r.1,2.4017771198288433,2016.7239514408348,-1321.5694903052377,2411.165986410056,-33.23702985903375,1.0039091331596506
5,14,1,14.1,2.4017771198288433,2013.9280744908492,-1320.8134432683441,2408.413262116948,-33.25844228062078,1.002763013367609
5,34,1,34.1,2.4017771198288433,107.6280240313276,2443.3559060888233,2445.7252248312816,87.47779367419649,1.0182981612405277
5,18,1,18.1,2.4017771198288433,1973.0148291679984,-1340.5200780336543,2385.3263080191314,-34.19325698672993,0.9931505668557271
5,18,2,18.2,2.4017771198288433,-2204.210094722926,-1131.2118149044966,2477.5355319062483,-152.83287505682117,1.0315426487545205
5,18,3,18.3,2.4017771198288433,120.78782233684638,2433.366856767922,2436.362854264831,87.15827607958148,1.014400059918321
5,11,1,11.1,2.4017771198288433,2012.8354893685407,-1320.5179091265159,2407.3375865435573,-33.266821581232776,1.0023151468422309
5,10,1,10.1,2.4017771198288433,2013.3760081544574,-1320.6641603258527,2407.869758641685,-33.262676188570545,1.002536721148079
5,15,1,15.1,2.4017771198288433,107.81173328205698,2442.697821898313,2445.075871816669,87.47281433754992,1.0180277976796246
5,16,1,16.1,2.4017771198288433,108.27092931263336,2441.052334164805,2443.452289746142,87.46035593560453,1.0173518056997182
5,17,1,17.1,2.4017771198288433,108.02605330970488,2441.9302421024295,2444.3185012367153,87.46700213354121,1.0177124601015866
5,19,1,19.1,2.4017771198288433,1970.7936034120023,-1339.8795135506086,2383.1291484269755,-34.210530308785536,0.9922357610754503
5,20,1,20.1,2.4017771198288433,1969.3650627834095,-1339.467405814766,2381.71612115131,-34.22165337435343,0.9916474353461394
5,21,1,21.1,2.4017771198288433,1973.0148255819972,-1340.5200726366945,2385.326302019966,-34.193256927909616,0.9931505643579245
5,21,2,21.2,2.4017771198288433,-2204.210132313566,-1131.2118139315053,2477.535564905577,-152.8328754737635,1.0315426624940671
5,21,3,21.3,2.4017771198288433,120.7878294667026,2433.366867190893,2436.3628650284627,87.1582759242675,1.014400064399849
5,22,1,22.1,2.4017771198288433,-2205.199703498693,-1132.109011565786,2478.825638559353,-152.82486894989998,1.0320797954541263
5,23,1,23.1,2.4017771198288433,1972.2330355334564,-1340.939943323043,2384.9157381443724,-34.212155587843974,0.9929796226530493
5,23,2,23.2,2.4017771198288433,-2205.1789740323115,-1132.5634039126833,2479.0147582046548,-152.81530734888622,1.0321585370008504
5,23,3,23.3,2.4017771198288433,120.02338967422348,2433.3595613407642,2436.3177889670733,87.17622291054609,1.014381296604529
5,24,1,24.1,2.4017771198288433,119.72982359708647,2434.7140850195615,2437.6562322138925,87.1846830857116,1.01493856864937
5,25,1,25.1,2.4017771198288433,1971.4955714074229,-1341.550082591027,2384.6491172034243,-34.234241310616724,0.9928686127934138
5,25,2,25.2,2.4017771198288433,-2206.157449712611,-1134.1742971033086,2480.6212990160825,-152.79253509842673,1.032827433709943
5,25,3,25.3,2.4017771198288433,119.42122479807628,2432.995314367232,2435.924388946664,87.18994726014924,1.0142175012143733
5,25r,1,25r.1,2.4017771198288433,1996.1359464261814,-1358.3212543528987,2414.4554969271185,-34.23432085830583,1.0052787483874353
5,25r,2,25r.2,2.4017771198288433,117.93160314258189,2402.5810478433027,2405.473665304944,87.18987034053484,1.001539087638725
5,26,1,26.1,2.4017771198288433,1995.3691086000272,-1358.6946471138149,2414.031694831491,-34.2518869053367,1.0051022948388821
5,26,2,26.2,2.4017771198288433,118.174761719222,2401.7406419621148,2404.6462079815374,87.18310181484983,1.0011945688586201
5,28,1,28.1,2.4017771198288433,1971.3470529422768,-1341.7632266875457,2384.6462546120283,-34.240482764576974,0.9928674209295342
5,28,2,28.2,2.4017771198288433,-2206.7737198217765,-1135.157563066557,2481.6190165863986,-152.7788506390521,1.0332428417684507
5,28,3,28.3,2.4017771198288433,118.89552972431225,2433.232860126669,2436.135935983178,87.2025701764158,1.0143055805930832
5,27,1,27.1,2.4017771198288433,1994.5942046119785,-1358.768736030943,2413.4329323780303,-34.26369490359806,1.004852995081416
5,27,2,27.2,2.4017771198288433,117.90121977333585,2401.7084296833946,2404.600606927545,87.18957405776455,1.0011755824782371
5,31,1,31.1,2.4017771198288433,118.44987531789721,2400.735290175946,2403.6556131149505,87.17537415433168,1.0007821263974073
5,33,1,33.1,2.4017771198288433,1992.396899400502,-1358.1324741972815,2411.258845957846,-34.28059537737209,1.0039477960093477
5,29,1,29.1,2.4017771198288433,1971.3723204900953,-1342.0617944559715,2384.835148628283,-34.24607108052634,0.9929460685337166
5,29,2,29.2,2.4017771198288433,-2207.1391898218562,-1136.0123036972439,2482.3350614691403,-152.76516566296084,1.0335409730466738
5,29,3,29.3,2.4017771198288433,118.75943628775823,2433.0723997163127,2435.969028121803,87.20558318227674,1.0142360871084477
5,250,1,250.1,2.4017771198288433,1972.3504403552226,-1342.3354914716253,2385.7977347700307,-34.23828555391309,0.9933468493279879
5,250,2,250.2,2.4017771198288433,-2207.1942515220317,-1136.9570754014685,2482.816516631336,-152.74636178841644,1.0337414309318875
5,250,3,250.3,2.4017771198288433,119.02806050693154,2432.9699411063407,2435.8798027642974,87.19915473247092,1.0141989373842832
5,32,1,32.1,2.4017771198288433,118.63327027484038,2400.064945748811,2402.9951303796574,87.17021904778237,1.0005071288841743
5,35,1,35.1,2.4017771198288433,1959.6142458710926,-1345.8395964386107,2377.261494233012,-34.480813358050874,0.9897927141559336
5,35,2,35.2,2.4017771198288433,-2205.1429991653404,-1118.5792747960259,2472.62517191165,-153.10317452109385,1.0294981792847853
5,35,3,35.3,2.4017771198288433,129.51333056394864,2431.883666422527,2435.329930380366,86.95151386573859,1.013969993416339
5,42,1,42.1,2.4017771198288433,1953.8765024056015,-1346.4820501662664,2372.89850142662,-34.57203408180027,0.9879761455949413
5,42,2,42.2,2.4017771198288433,-2204.303223429414,-1114.117423826091,2469.860387733321,-153.18667052500032,1.0283470382586248
5,42,3,42.3,2.4017771198288433,133.32612166844834,2428.3460635901547,2432.0033838942227,86.85738280991536,1.01258495795294
5,44,1,44.1,2.4017771198288433,1951.5888950261883,-1346.7358103077945,2371.1593278299392,-34.6084494678425,0.9872520261159429
5,44,2,44.2,2.4017771198288433,-2203.9666134221375,-1112.3390686181551,2468.7581972833527,-153.21998164917636,1.027888132042528
5,44,3,44.3,2.4017771198288433,134.84462547383242,2426.9342397483647,2430.677452292293,86.81981812842415,1.0120328952361362
5,151,1,151.1,2.4017771198288433,1953.0434910960466,-1348.4731815057787,2373.343379992232,-34.623025744048064,0.9881613745081235
5,151,2,151.2,2.4017771198288433,-2207.524057491363,-1113.241714522115,2472.3409108282917,-153.23845266463638,1.0293798248042587
5,151,3,151.3,2.4017771198288433,133.74613401911034,2431.8691130647126,2435.5441715237293,86.8520605085263,1.0140591945089776
5,52,1,52.1,2.4017771198288433,1742.1700460823859,-1238.8679380011622,2137.7441936008045,-35.4168687594148,0.8900676819475845
5,52,2,52.2,2.4017771198288433,-2380.530971887401,-1157.352315877909,2646.9590271069806,-154.07218302031816,1.1020835385823018
5,52,3,52.3,2.4017771198288433,133.71700148030354,2212.890556694659,2216.92689378637,86.54202719311546,0.923036061707655
5,53,1,53.1,2.4017771198288433,1742.7137334146782,-1238.8269116556557,2138.163528281786,-35.40752975203891,0.89024227545067
5,53,2,53.2,2.4017771198288433,-2380.2900563286566,-1157.309674558729,2646.723717180226,-154.07073287084884,1.1019855653254111
5,53,3,53.3,2.4017771198288433,133.90900272590758,2212.909250468701,2216.957142531401,86.53710322397225,0.923048656025746
5,54,1,54.1,2.4017771198288433,1743.3934209420715,-1238.7755816904883,2138.687813117358,-35.395858900102304,0.8904605658287587
5,54,2,54.2,2.4017771198288433,-2379.988902212135,-1157.2563413069042,2646.429559642192,-154.06892034515693,1.1018630903731748
5,54,3,54.3,2.4017771198288433,134.1490359373355,2212.932653553557,2216.9950142042503,86.53094769106922,0.9230644242136169
5,55,1,55.1,2.4017771198288433,1743.1086451955389,-1238.6357469659083,2138.374677790873,-35.39722431096145,0.8903301893155094
5,55,2,55.2,2.4017771198288433,-2379.9754700451067,-1156.9380702091005,2646.2783179997496,-154.07499041844298,1.1018001196498741
5,55,3,55.3,2.4017771198288433,134.0849141869811,2213.060610377702,2217.118857756132,86.5328018052286,0.9231159875126671
5,57,1,57.1,2.4017771198288433,1745.6419365567313,-1238.7791013615592,2140.523167974523,-35.361074374746266,0.8912247311803279
5,57,2,57.2,2.4017771198288433,-2379.3691893400946,-1157.6276970793774,2646.034698227943,-154.05582083116116,1.101698686519466
5,57,3,57.3,2.4017771198288433,134.9756586180628,2212.829721159479,2216.942444734666,86.50946221362295,0.9230425364750959
5,56,1,56.1,2.4017771198288433,1743.1650123270592,-1238.4699938784993,2138.324621272132,-35.39272910267358,0.8903093478650985
5,56,2,56.2,2.4017771198288433,-2379.8108734338725,-1156.5929669696377,2645.9794187706225,-154.08015300664715,1.1016756704548762
5,56,3,56.3,2.4017771198288433,134.14126314656556,2213.2003533689167,2217.2617532963613,86.5315667561994,0.9231754832664777
5,58,1,58.1,2.4017771198288433,-2378.530292789838,-1156.8176589668242,2644.925981916393,-154.06364944649368,1.1012370632062967
5,60,1,60.1,2.4017771198288433,1750.1591875120384,-1239.4908214410036,2144.619937907249,-35.30673836422889,0.8929304556203284
5,60,2,60.2,2.4017771198288433,-2378.935020442578,-1160.3947839616976,2646.856226948046,-153.99784722991305,1.1020407368759793
5,60,3,60.3,2.4017771198288433,136.43611393762473,2211.689012361899,2215.8932963003326,86.4699738844596,0.9226057147460223
5,59,1,59.1,2.4017771198288433,-2378.1243469622214,-1156.424707131386,2644.3890623125794,-154.06745902073723,1.101013512236733
5,61,1,61.1,2.4017771198288433,1750.1592130140864,-1239.4908718575937,2144.6199878571456,-35.30673906965148,0.8929304764173858
5,61,2,61.2,2.4017771198288433,-2378.935086339948,-1160.394780860704,2646.8562848156334,-153.99784791561288,1.1020407609696337
5,61,3,61.3,2.4017771198288433,136.4361380560256,2211.689063728775,2215.8933490547574,86.46997334379778,0.9226057367107684
5,62,1,62.1,2.4017771198288433,1749.45954624751,-1238.823775591776,2143.6634649422017,-35.30299656383422,0.8925322200983264
5,62,2,62.2,2.4017771198288433,-2376.7718046444115,-1159.9989470141245,2644.7385066252828,-153.9850092133432,1.1011590063001988
5,62,3,62.3,2.4017771198288433,136.35044172577594,2208.4254143949324,2212.6306184956047,86.4669847021969,0.9212472715425328
5,63,1,63.1,2.4017771198288433,1748.995563248781,-1238.1514172894229,2142.896267298006,-35.29549452692638,0.8922127909398663
5,63,2,63.2,2.4017771198288433,-2375.246659266434,-1159.4955984036726,2643.147127019956,-153.98031418267996,1.100496422086123
5,63,3,63.3,2.4017771198288433,136.34130623051317,2206.7915776098066,2210.999325824009,86.46461189166708,0.9205680691893552
5,64,1,64.1,2.4017771198288433,1749.1855591383066,-1237.6259068626534,2142.7477699523097,-35.2810902533232,0.8921509628274781
5,64,2,64.2,2.4017771198288433,-2371.798961115734,-1158.7618205662916,2639.727120130371,-153.96179897364885,1.099072473601749
5,64,3,64.3,2.4017771198288433,136.6643401463514,2203.2477820423023,2207.48226061773,86.45057146137549,0.9191037096627187
5,65,1,65.1,2.4017771198288433,1748.3954762044862,-1237.5388107702454,2142.05253188967,-35.29139477787216,0.8918614946428992
5,65,2,65.2,2.4017771198288433,-2370.623710403407,-1159.298054473028,2638.9067348869617,-153.94013681685118,1.0987308993413247
5,65,3,65.3,2.4017771198288433,136.03474152867625,2198.392186469149,2202.597025429613,86.4590980225526,0.9170697011163865
5,66,1,66.1,2.4017771198288433,1748.3189669323706,-1238.3139689921895,2142.438026160071,-35.30949742848489,0.8920219984078899
5,66,2,66.2,2.4017771198288433,-2370.6417864131954,-1160.15106042424,2639.297816179871,-153.9236741255833,1.0988937293098846
5,66,3,66.3,2.4017771198288433,135.90741389399935,2195.9381316702224,2200.139791757483,86.45846050478828,0.9160466113168197
5,67,1,67.1,2.4017771198288433,1927.8407550504708,-1363.692554895182,2361.4036844872835,-35.274360249619306,0.9831901823827696
5,67,2,67.2,2.4017771198288433,-2216.600513290557,-1083.861057530318,2467.401999583915,-153.9425473630409,1.0273234677827843
5,67,3,67.3,2.4017771198288433,149.40448446546466,2434.4730320887556,2439.0532269603736,86.48814193892605,1.0155202191010075
5,68,1,68.1,2.4017771198288433,1925.130033196226,-1362.8533677997407,2358.7062018906036,-35.29574407710373,0.9820670629332545
5,97,1,97.1,2.4017771198288433,1930.1782628594744,-1361.3062020154111,2361.936218880781,-35.1943549608266,0.9834119075333262
5,97,2,97.2,2.4017771198288433,-2213.697222309376,-1087.2367424841414,2466.2804232827566,-153.8424677726684,1.0268564901053392
5,97,3,97.3,2.4017771198288433,147.88630332007932,2432.3398268060837,2436.831424571,86.52069864565497,1.0145951530859176
5,69,1,69.1,2.4017771198288433,1922.0230159744535,-1361.8910913126601,2355.6145309732497,-35.32030633988886,0.9807798198781729
5,70,1,70.1,2.4017771198288433,1919.81883074855,-1361.2080205878922,2353.4212581281613,-35.33776230678725,0.9798666323775589
5,71,1,71.1,2.4017771198288433,1918.5752406870217,-1360.8225279653693,2352.183859054245,-35.34762310019838,0.9793514309195633
5,72,1,72.1,2.4017771198288433,1927.8406967539627,-1363.6926329540076,2361.403681972618,-35.27436261270155,0.9831901813357675
5,72,2,72.2,2.4017771198288433,-2216.600541995568,-1083.86096765297,2467.40198589056,-153.94254953075324,1.0273234620814413
5,72,3,72.3,2.4017771198288433,149.404587643021,2434.4730191067943,2439.0532203229454,86.48813950105404,1.0155202163374588
5,73,1,73.1,2.4017771198288433,149.90059603546425,2432.7172390539345,2437.3311949511467,86.47397318048365,1.0148032366653725
5,76,1,76.1,2.4017771198288433,1928.6723907649455,-1365.51078750496,2363.132857393208,-35.2987061871356,0.9839101379904938
5,76,2,76.2,2.4017771198288433,-2219.122016169294,-1082.2644427787075,2468.967161942495,-154.00153685156434,1.0279751362268117
5,76,3,76.3,2.4017771198288433,150.5002454245884,2437.2716643317713,2441.9138988972204,86.46650221743025,1.0167112837977395
5,74,1,74.1,2.4017771198288433,150.1287775031514,2432.029386530033,2436.6586931247143,86.4676231152483,1.0145232349029776
5,75,1,75.1,2.4017771198288433,149.92749473920378,2433.0170566586853,2437.6320993273093,86.47377554322003,1.0149285207201162
5,86,1,86.1,2.4017771198288433,1930.1482224577924,-1365.5832752623683,2364.379377835391,-35.27947416703136,0.9844291372064876
5,86,2,86.2,2.4017771198288433,-2221.0138454168946,-1079.0670282386375,2469.268748630919,-154.0874626717519,1.0281007043679746
5,86,3,86.3,2.4017771198288433,150.29377982850855,2442.129926951011,2446.750252961035,86.47833951022592,1.01872494027897
5,78,1,78.1,2.4017771198288433,1930.7855230009493,-1369.824963744035,2367.351508991936,-35.35437110464334,0.985666608881943
5,78,2,78.2,2.4017771198288433,-2225.028681174538,-1081.5002859362264,2473.943309885949,-154.07740799094339,1.0300469970595143
5,78,3,78.3,2.4017771198288433,153.98026210595532,2440.9869076649156,2445.8387118756923,86.39049892893027,1.0183454125210374
5,79,1,79.1,2.4017771198288433,1930.1676427408277,-1369.872229808781,2366.8749555236254,-35.36395902918055,0.9854681918579917
5,79,2,79.2,2.4017771198288433,-2225.2469024930506,-1081.5218050583483,2474.148983362074,-154.07916897448067,1.0301326309322107
5,79,3,79.3,2.4017771198288433,153.70656504922582,2440.93815530585,2445.7728402627986,86.39682605913288,1.0183179863238478
5,80,1,80.1,2.4017771198288433,1933.1745062410425,-1374.2738194142437,2371.8752501570802,-35.40862851290416,0.9875501063671163
5,80,2,80.2,2.4017771198288433,-2230.230143014657,-1080.9672078222718,2478.3899199275033,-154.14105908688504,1.031898380356009
5,80,3,80.3,2.4017771198288433,158.02568131219198,2443.545366072748,2448.6498467542847,86.29979706868455,1.0195158520490784
5,81,1,81.1,2.4017771198288433,1933.9870239737822,-1376.0710668152594,2373.5790254013145,-35.432623953543526,0.9882594874458883
5,81,2,81.2,2.4017771198288433,-2232.3488270239327,-1081.2082514781996,2480.4016950041932,-154.15739430622787,1.0327359997421213
5,81,3,81.3,2.4017771198288433,159.44620094967428,2444.313700795331,2449.508636215241,86.2677991821374,1.0198734162268142
5,82,1,82.1,2.4017771198288433,1934.8323893480276,-1378.2845398565846,2375.551440755993,-35.46430264934663,0.9890807190824105
5,82,2,82.2,2.4017771198288433,-2235.629540897654,-1081.2333777660715,2483.365672092953,-154.1898667758398,1.0339700764032276
5,82,3,82.3,2.4017771198288433,160.88204695297412,2446.259694020393,2451.544314023413,86.2372732225097,1.0207209877151782
5,84,1,84.1,2.4017771198288433,160.58985883593465,2439.846126342255,2445.1254002582878,86.23424266142696,1.018048419260707
5,83,1,83.1,2.4017771198288433,1936.4007681723606,-1380.4440158626899,2378.0819195119457,-35.48475488467886,0.9901343050854835
5,83,2,83.2,2.4017771198288433,-2238.654876253857,-1081.2337908249995,2486.0897339792405,-154.22021515664932,1.035104262362365
5,83,3,83.3,2.4017771198288433,162.63821439809715,2448.2621322321334,2453.6582192523133,86.19942162847104,1.0216011298447074
5,85,1,85.1,2.4017771198288433,161.1262668595217,2437.7495122497,2443.0686356190927,86.21846037232672,1.0171920680938087
5,87,1,87.1,2.4017771198288433,1930.0177257785706,-1365.7571928430116,2364.373306316477,-35.28474112992225,0.984426609278786
5,87,2,87.2,2.4017771198288433,-2221.906032553118,-1076.9308352319672,2469.1388056100373,-154.1410960642525,1.0280466015039706
5,87,3,87.3,2.4017771198288433,150.72096627064948,2444.12036031868,2448.7631868757485,86.47122385964227,1.01956304215699
5,88,1,88.1,2.4017771198288433,1929.4553385769711,-1366.7792985848941,2364.5049280141898,-35.312830268871274,0.9844814110739344
5,89,1,89.1,2.4017771198288433,1929.9737045604513,-1364.9876925812964,2363.892954681579,-35.27013275755387,0.9842266108563962
5,89,2,89.2,2.4017771198288433,-2222.728815696371,-1075.916204295212,2469.4369938899044,-154.1706066154921,1.0281707546892955
5,89,3,89.3,2.4017771198288433,150.88495041117645,2445.570573871163,2450.2207451666704,86.46948379566031,1.0201699087471028
5,90,1,90.1,2.4017771198288433,-2223.720339660988,-1074.5038777434565,2469.7147066630396,-154.21012041670897,1.0282863827260698
5,91,1,91.1,2.4017771198288433,1930.2258291755354,-1364.5385782962276,2363.839521472444,-35.25771639580814,0.9842043634926864
5,91,2,91.2,2.4017771198288433,-2222.6100027461553,-1075.6151754003774,2469.1989044746574,-154.17569271470336,1.0280716241691148
5,91,3,91.3,2.4017771198288433,151.33783771349735,2446.567273104831,2451.2434728013873,86.460352655356,1.020595729955188
5,92,1,92.1,2.4017771198288433,153.38306072645042,2446.7719144744237,2451.574833607706,86.41294018671441,1.020733694799462
5,94,1,94.1,2.4017771198288433,1928.8805643265223,-1363.9408301386143,2362.3959912673013,-35.26471252618374,0.9836033376134633
5,95,1,95.1,2.4017771198288433,1930.2359166252152,-1364.0506184446415,2363.5661157473874,-35.24791630638589,0.9840905287314174
5,95,2,95.2,2.4017771198288433,-2222.4614875109023,-1074.7449031367892,2468.686223538277,-154.1923722582497,1.0278581651715466
5,95,3,95.3,2.4017771198288433,151.07371546626865,2447.4493178655143,2452.1075488292017,86.4677847774644,1.020955495239269
5,96,1,96.1,2.4017771198288433,-2222.136757167905,-1074.4319955947894,2468.257660924907,-154.19562966928228,1.0276797295415994
5,98,1,98.1,2.4017771198288433,1929.6791006011042,-1361.3473240272206,2361.5520252437295,-35.20215026740916,0.9832519452979133
5,98,2,98.2,2.4017771198288433,-2213.4322107724206,-1086.8240211556042,2465.8606214962197,-153.8483608990599,1.0266817021189474
